,2theta,amp
0,9.999,0.8947838691837173
1,10.099,1.7620873324165
2,10.203,0.16393211588634576
3,10.303,1.304441230430263
4,10.4,0.310639599074902
5,10.499,0.44029159296822956
6,10.608,1.5504010488436577
7,10.704,1.850647015068475
8,10.797,1.395351880057132
9,10.904,0.6413971255365041
10,10.995,0.29655143872284107
11,11.107,2.5082908951002163
12,11.202,1.1034494439989422
13,11.301,0.2953979310635417
14,11.401,2.369118454407165
15,11.505,0.7846727946134944
16,11.605,1.1000930555871995
17,11.696,2.0104691257650282
18,11.8,2.0681364894250542
19,11.906,2.6011636224503367
20,11.994,2.7404599672175194
21,12.103,1.7263074169813661
22,12.193,1.2722501550620462
23,12.297,2.8982227608293982
24,12.401,1.9127508129530026
25,12.501,1.3345130348326575
26,12.597,0.9543171080304231
27,12.696,1.7487985935608752
28,12.801,1.9056049056013247
29,12.896,0.3064512358049957
30,13.003,3.421222872998815
31,13.106,8.853131476287304
32,13.201,16.546402305633897
33,13.296,40.84707850989826
34,13.403,15.232485847548839
35,13.504,8.821370579134783
36,13.604,2.6395393567934535
37,13.702,0.31164721133217316
38,13.795,0.7146832005790784
39,13.9,0.6588149412002992
40,14.0,1.056879900446395
41,14.1,0.10096390743800655
42,14.201,0.47562586773055743
43,14.296,0.23748066266297543
44,14.403,1.2337853650599917
45,14.499,2.5330014310602236
46,14.604,2.3548361759238405
47,14.695,0.9573785489604776
48,14.803,1.0285177979296847
49,14.897,0.3658213697173047
50,14.999,1.9523618455501341
51,15.1,0.3229618174882972
52,15.203,1.971559294083225
53,15.302,4.83036561052344
54,15.397,9.583209477480489
55,15.502,22.07145264139512
56,15.602,51.51352034887492
57,15.695,20.68567463073014
58,15.801,11.057458951949359
59,15.895,4.70966190913286
60,15.996,1.7301041312620187
61,16.099,0.8373535507219104
62,16.202,1.1133632745333744
63,16.302,0.6106719766324803
64,16.401,0.8049068563564364
65,16.503,1.2242387256478402
66,16.602,0.7758579907600744
67,16.702,1.34061870262019
68,16.794,0.4346437086322551
69,16.904,1.9086791700156718
70,16.996,1.2741881684169196
71,17.101,0.6948285896178461
72,17.2,2.1345157937521404
73,17.3,2.1946523914539453
74,17.399,0.01255352794908378
75,17.499,1.6913064959844069
76,17.603,0.548684955941821
77,17.699,1.885446200271707
78,17.804,1.7351523576591716
79,17.894,0.6956096189027701
80,18.002,0.9986319790477932
81,18.104,1.4020632573853564
82,18.197,0.9975590611508403
83,18.299,2.0959059640749773
84,18.403,0.5489280999201257
85,18.499,1.5082362870346149
86,18.597,2.0044542300225174
87,18.698,1.4395652948294355
88,18.801,0.12548522587204783
89,18.9,0.5869236495746786
90,18.998,0.2613003920276093
91,19.102,1.4074401351182702
92,19.205,1.4786881995694863
93,19.297,9.983273134274429
94,19.395,27.61408247770324
95,19.501,81.02114149089974
96,19.597,28.302952306823478
97,19.701,9.251213914802877
98,19.803,3.5285681563472555
99,19.903,0.20049658931794603
100,20.001,0.38171846609411425
101,20.102,1.5835671091532
102,20.199,0.6526323386835502
103,20.298,1.0580160933269036
104,20.396,1.8660909248304838
105,20.502,0.2002885752044975
106,20.605,1.765903456858581
107,20.694,2.1643676026580208
108,20.803,0.08785159600102992
109,20.9,0.48170549044166827
110,21.0,1.199404932500198
111,21.096,1.095147181475397
112,21.202,0.5879522633586949
113,21.298,1.393282793073414
114,21.404,2.427173915624068
115,21.502,0.06400612808815338
116,21.602,1.911187576995362
117,21.702,1.727453879264667
118,21.799,0.11760491211431862
119,21.902,0.16735804408334273
120,21.996,0.20836065373197402
121,22.1,0.663577099243067
122,22.203,0.6096311439175274
123,22.303,2.474053332685714
124,22.405,0.011913161944211229
125,22.503,2.0264592041166507
126,22.597,1.3081477072991836
127,22.706,1.9657614109548216
128,22.803,0.32549319067685384
129,22.903,1.7322915167590864
130,22.996,0.6373530573513017
131,23.103,1.9225589051495369
132,23.205,1.567448992354498
133,23.296,3.0365123368914815
134,23.406,0.6441149998596366
135,23.495,0.9496238710734929
136,23.597,2.0767844817463077
137,23.702,1.2667765009531982
138,23.802,1.837991012493893
139,23.892,1.1448620726020557
140,24.002,1.4602826768491215
141,24.1,2.173686775839505
142,24.203,2.2128252682934435
143,24.301,1.3749599079337977
144,24.396,1.0849702496573184
145,24.502,1.7330542831521096
146,24.605,1.1266577555453294
147,24.702,2.1784432581777073
148,24.797,1.306707710291913
149,24.899,0.26374471160204516
150,25.0,0.8084702234404847
151,25.1,1.452044697256209
152,25.201,1.274839417297989
153,25.304,2.042319567170095
154,25.4,0.4607076640667996
155,25.499,2.168627289852028
156,25.602,1.4417077834662164
157,25.702,0.045361180618837316
158,25.799,2.311090641573736
159,25.897,1.67695897654557
160,26.0,0.9165084132587836
161,26.099,0.02434962337424009
162,26.191,2.5516333988197832
163,26.301,2.302918520507795
164,26.394,4.858668994092298
165,26.502,11.8265846400419
166,26.61,32.37670721688441
167,26.7,13.427913199852613
168,26.796,6.196017034327455
169,26.898,1.2408307337986777
170,27.003,1.9315698511907164
171,27.097,1.7799256844832196
172,27.204,0.5638783547370412
173,27.299,0.5801682822176318
174,27.404,0.007036415295454353
175,27.5,2.0168670057088813
176,27.596,0.6099811314897344
177,27.699,1.2261239076664177
178,27.8,1.7440096649842802
179,27.902,0.4013584638673648
180,27.998,1.639137648507721
181,28.104,1.805541218241407
182,28.203,1.621534277674777
183,28.304,0.2719600759387268
184,28.399,0.38670466008406273
185,28.499,2.3819327198436975
186,28.602,0.2522120273821483
187,28.701,2.227323863662995
188,28.802,0.6297899188032791
189,28.901,2.414152897794093
